2024-07-17 18:59:48 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P1  -----------------------------------
2024-07-17 19:22:10 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P7 converted successfully in 3.12 seconds
2024-07-17 19:22:10 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P7...
2024-07-17 19:23:48 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P7 ran successfully in 98.88 seconds
2024-07-17 19:23:48 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P7...
2024-07-17 19:24:24 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P7 ran successfully in 35.02 seconds
2024-07-17 19:24:24 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P7...
2024-07-17 19:24:24 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P7 created successfully in 0.00 seconds
2024-07-17 19:24:24 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P7
2024-07-17 19:25:29 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P7 created successfully in 65.73 seconds
2024-07-17 19:25:29 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P7...
2024-07-17 19:25:50 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P7 : 7
2024-07-17 19:25:50 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P7 filtered successfully in 20.42 seconds
2024-07-17 19:25:50 |              __main__ |    DEBUG | Time taken for patient AGORL_P7 : 3.73 minutes.
2024-07-17 19:25:50 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 19:25:50 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P9  -----------------------------------
2024-07-17 19:25:50 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P9...
2024-07-17 19:25:50 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P9 separated successfully in 0.54 seconds
2024-07-17 19:25:50 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P9...
2024-07-17 19:25:50 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P9 created successfully in 0.19 seconds
2024-07-17 19:25:50 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P9...
2024-07-17 19:25:54 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P9 converted successfully in 3.39 seconds
2024-07-17 19:25:54 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P9...
2024-07-17 19:27:39 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P9 ran successfully in 104.74 seconds
2024-07-17 19:27:39 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P9...
2024-07-17 19:28:17 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P9 ran successfully in 38.03 seconds
2024-07-17 19:28:17 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P9...
2024-07-17 19:28:17 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P9 created successfully in 0.00 seconds
2024-07-17 19:28:17 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P9
2024-07-17 19:29:27 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P9 created successfully in 70.44 seconds
2024-07-17 19:29:27 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P9...
2024-07-17 19:29:47 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P9 : 8
2024-07-17 19:29:47 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P9 filtered successfully in 19.59 seconds
2024-07-17 19:29:47 |              __main__ |    DEBUG | Time taken for patient AGORL_P9 : 3.95 minutes.
2024-07-17 19:29:47 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 19:29:47 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P10 -----------------------------------
2024-07-17 19:29:47 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P10...
2024-07-17 19:29:48 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P10 separated successfully in 1.88 seconds
2024-07-17 19:29:48 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P10...
2024-07-17 19:29:49 | separate_patient_data |    ERROR | Failed to create CT_TO_TOTALSEGMENTATOR for patient AGORL_P10 !
2024-07-17 19:29:49 | separate_patient_data |    ERROR | 2 primary RTDOSE found for patient AGORL_P10 !
2024-07-17 19:29:49 | separate_patient_data |    ERROR | Traceback (most recent call last):
  File "/home/maichi/work/my_projects/ORL_DATA/orl_data/create_ct_to_totalsegmentator.py", line 122, in create_ct_to_totalsegmentator
    path_rtdose = get_primary_rtodse(patient)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/maichi/work/my_projects/ORL_DATA/orl_data/create_ct_to_totalsegmentator.py", line 25, in get_primary_rtodse
    raise ValueError(fr"{len(list_primary_rtdose)} primary RTDOSE found for patient {patient} !")
ValueError: 2 primary RTDOSE found for patient AGORL_P10 !

2024-07-17 19:29:49 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P10...
2024-07-17 19:29:49 |  run_totalsegmentator |    ERROR | Failed to convert DICOM CT to NIFTI for patient AGORL_P10 !
2024-07-17 19:29:49 |  run_totalsegmentator |    ERROR | [Errno 2] No such file or directory: '/media/maichi/T7/workspace/AGORL_P10/CT_TO_TOTALSEGMENTATOR'
2024-07-17 19:29:49 |  run_totalsegmentator |    ERROR | Traceback (most recent call last):
  File "/home/maichi/work/my_projects/ORL_DATA/orl_data/run_totalsegmentator.py", line 26, in convert_dicom_to_nifti
    dicom2nifti.dicom_series_to_nifti(dir_dicom_ct, path_nifti_ct, reorient_nifti=True)
  File "/home/maichi/anaconda3/envs/env_orl_data/lib/python3.11/site-packages/dicom2nifti/convert_dicom.py", line 74, in dicom_series_to_nifti
    shutil.copytree(original_dicom_directory, dicom_directory)
  File "/home/maichi/anaconda3/envs/env_orl_data/lib/python3.11/shutil.py", line 558, in copytree
    with os.scandir(src) as itr:
         ^^^^^^^^^^^^^^^
FileNotFoundError: [Errno 2] No such file or directory: '/media/maichi/T7/workspace/AGORL_P10/CT_TO_TOTALSEGMENTATOR'

2024-07-17 19:29:49 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P10...
2024-07-17 19:29:49 |  run_totalsegmentator |    ERROR | Failed to run TotalSegmentator  task=total for patient AGORL_P10 !
2024-07-17 19:29:49 |  run_totalsegmentator |    ERROR | The NIFTI CT file doesn't exist !
2024-07-17 19:29:49 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P10...
2024-07-17 19:29:49 |  run_totalsegmentator |    ERROR | Failed to run TotalSegmentator  task=total for patient AGORL_P10 !
2024-07-17 19:29:49 |  run_totalsegmentator |    ERROR | The NIFTI CT file doesn't exist !
2024-07-17 19:29:49 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P10...
2024-07-17 19:29:49 |     generate_phantoms |    ERROR | Failed to create patient characteristics for patient AGORL_P10 !
2024-07-17 19:29:49 |     generate_phantoms |    ERROR | The path /media/maichi/T7/workspace/AGORL_P10/CT_TO_TOTALSEGMENTATOR does not exist !
2024-07-17 19:29:49 |     generate_phantoms |    ERROR | Traceback (most recent call last):
  File "/home/maichi/work/my_projects/ORL_DATA/orl_data/generate_phantoms.py", line 25, in generate_patient_characteristics
    df_patient_characteristics = get_patient_characteristics(dir_ct)
                                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/maichi/work/my_projects/PhantomDose/phandose/patient/patient_characteristics.py", line 81, in get_patient_characteristics
    raise FileNotFoundError(f"The path {path_imaging} does not exist !")
FileNotFoundError: The path /media/maichi/T7/workspace/AGORL_P10/CT_TO_TOTALSEGMENTATOR does not exist !

2024-07-17 19:29:49 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P10
2024-07-17 19:29:49 |     generate_phantoms |    ERROR | Failed to create contours for patient AGORL_P10 !
2024-07-17 19:29:49 |     generate_phantoms |    ERROR | No NIFTI segmentation found for patient AGORL_P10 !
2024-07-17 19:29:49 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P10...
2024-07-17 19:29:49 |     generate_phantoms |    ERROR | Failed to filter phantoms for patient AGORL_P10 !
2024-07-17 19:29:49 |     generate_phantoms |    ERROR | [Errno 2] No such file or directory: '/media/maichi/T7/workspace/AGORL_P10/XYZ/patient_characteristics.csv'
2024-07-17 19:29:49 |     generate_phantoms |    ERROR | Traceback (most recent call last):
  File "/home/maichi/work/my_projects/ORL_DATA/orl_data/generate_phantoms.py", line 81, in filter_phantoms
    df_patient_characteristics = pd.read_csv(DIR_WORKSPACE / patient / "XYZ" / "patient_characteristics.csv",
                                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/maichi/anaconda3/envs/env_orl_data/lib/python3.11/site-packages/pandas/io/parsers/readers.py", line 1026, in read_csv
    return _read(filepath_or_buffer, kwds)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/maichi/anaconda3/envs/env_orl_data/lib/python3.11/site-packages/pandas/io/parsers/readers.py", line 620, in _read
    parser = TextFileReader(filepath_or_buffer, **kwds)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/maichi/anaconda3/envs/env_orl_data/lib/python3.11/site-packages/pandas/io/parsers/readers.py", line 1620, in __init__
    self._engine = self._make_engine(f, self.engine)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/maichi/anaconda3/envs/env_orl_data/lib/python3.11/site-packages/pandas/io/parsers/readers.py", line 1880, in _make_engine
    self.handles = get_handle(
                   ^^^^^^^^^^^
  File "/home/maichi/anaconda3/envs/env_orl_data/lib/python3.11/site-packages/pandas/io/common.py", line 873, in get_handle
    handle = open(
             ^^^^^
FileNotFoundError: [Errno 2] No such file or directory: '/media/maichi/T7/workspace/AGORL_P10/XYZ/patient_characteristics.csv'

2024-07-17 19:29:49 |              __main__ |    DEBUG | Time taken for patient AGORL_P10 : 0.03 minutes.
2024-07-17 19:29:49 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-17 19:29:49 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P11 -----------------------------------
2024-07-17 19:29:49 | separate_patient_data |    DEBUG | Separating patient DICOM files for patient AGORL_P11...
2024-07-17 19:29:49 | separate_patient_data |    DEBUG | Patient DICOM files for patient AGORL_P11 separated successfully in 0.64 seconds
2024-07-17 19:29:49 | separate_patient_data |    DEBUG | Creating CT_TO_TOTALSEGMENTATOR for patient AGORL_P11...
2024-07-17 19:29:49 | separate_patient_data |    DEBUG | CT_TO_TOTALSEGMENTATOR for patient AGORL_P11 created successfully in 0.12 seconds
2024-07-17 19:29:49 |  run_totalsegmentator |    DEBUG | Convert DICOM CT to NIFTI for patient AGORL_P11...
2024-07-17 19:29:52 |  run_totalsegmentator |    DEBUG | DICOM CT to NIFTI for patient AGORL_P11 converted successfully in 2.81 seconds
2024-07-17 19:29:52 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=total for patient AGORL_P11...
2024-07-17 19:31:24 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=total for patient AGORL_P11 ran successfully in 91.75 seconds
2024-07-17 19:31:24 |  run_totalsegmentator |    DEBUG | Run TotalSegmentator task=body for patient AGORL_P11...
2024-07-17 19:31:55 |  run_totalsegmentator |    DEBUG | TotalSegmentator task=body for patient AGORL_P11 ran successfully in 31.13 seconds
2024-07-17 19:31:55 |     generate_phantoms |    DEBUG | Create patient characteristics for patient AGORL_P11...
2024-07-17 19:31:55 |     generate_phantoms |    DEBUG | Patient characteristics for patient AGORL_P11 created successfully in 0.00 seconds
2024-07-17 19:31:55 |     generate_phantoms |    DEBUG | Convert segmentation to XYZ... for patient AGORL_P11
2024-07-17 19:32:50 |     generate_phantoms |    DEBUG | Segmentation to XYZ for patient AGORL_P11 created successfully in 55.02 seconds
2024-07-17 19:32:50 |     generate_phantoms |    DEBUG | Filtering phantoms for patient AGORL_P11...
2024-07-17 19:33:00 |     generate_phantoms |    DEBUG | Number of filtered phantoms for patient AGORL_P11 : 3
2024-07-17 19:33:00 |     generate_phantoms |    DEBUG | Phantoms for patient AGORL_P11 filtered successfully in 10.23 seconds
