2024-07-19 15:31:02 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P1  -----------------------------------
2024-07-19 15:31:05 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:05 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:05 |              __main__ |    DEBUG | Time taken for patient AGORL_P12 : 0.00 minutes.
2024-07-19 15:31:05 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:05 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P13 -----------------------------------
2024-07-19 15:31:06 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:06 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:06 |              __main__ |    DEBUG | Time taken for patient AGORL_P13 : 0.00 minutes.
2024-07-19 15:31:06 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:06 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P14 -----------------------------------
2024-07-19 15:31:06 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:06 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:06 |              __main__ |    DEBUG | Time taken for patient AGORL_P14 : 0.00 minutes.
2024-07-19 15:31:06 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:06 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P15 -----------------------------------
2024-07-19 15:31:06 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:06 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:06 |              __main__ |    DEBUG | Time taken for patient AGORL_P15 : 0.01 minutes.
2024-07-19 15:31:06 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:06 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P16 -----------------------------------
2024-07-19 15:31:07 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:07 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:07 |              __main__ |    DEBUG | Time taken for patient AGORL_P16 : 0.01 minutes.
2024-07-19 15:31:07 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:07 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P17 -----------------------------------
2024-07-19 15:31:07 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:07 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:07 |              __main__ |    DEBUG | Time taken for patient AGORL_P17 : 0.01 minutes.
2024-07-19 15:31:07 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:07 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P18 -----------------------------------
2024-07-19 15:31:07 |     generate_phantoms |    DEBUG | junction_top = True
2024-07-19 15:31:07 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:07 |              __main__ |    DEBUG | Time taken for patient AGORL_P18 : 0.01 minutes.
2024-07-19 15:31:07 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:07 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P20 -----------------------------------
2024-07-19 15:31:08 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:08 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:08 |              __main__ |    DEBUG | Time taken for patient AGORL_P20 : 0.01 minutes.
2024-07-19 15:31:08 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:08 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P21 -----------------------------------
2024-07-19 15:31:08 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:08 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:08 |              __main__ |    DEBUG | Time taken for patient AGORL_P21 : 0.00 minutes.
2024-07-19 15:31:08 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:08 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P22 -----------------------------------
2024-07-19 15:31:08 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:08 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:08 |              __main__ |    DEBUG | Time taken for patient AGORL_P22 : 0.00 minutes.
2024-07-19 15:31:08 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:08 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P24 -----------------------------------
2024-07-19 15:31:08 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:08 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:08 |              __main__ |    DEBUG | Time taken for patient AGORL_P24 : 0.00 minutes.
2024-07-19 15:31:08 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:08 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P25 -----------------------------------
2024-07-19 15:31:09 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:09 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:09 |              __main__ |    DEBUG | Time taken for patient AGORL_P25 : 0.00 minutes.
2024-07-19 15:31:09 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:09 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P26 -----------------------------------
2024-07-19 15:31:09 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:09 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:09 |              __main__ |    DEBUG | Time taken for patient AGORL_P26 : 0.00 minutes.
2024-07-19 15:31:09 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:09 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P27 -----------------------------------
2024-07-19 15:31:09 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:09 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:09 |              __main__ |    DEBUG | Time taken for patient AGORL_P27 : 0.00 minutes.
2024-07-19 15:31:09 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:09 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P28 -----------------------------------
2024-07-19 15:31:09 |     generate_phantoms |    DEBUG | junction_top = True
2024-07-19 15:31:10 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:10 |              __main__ |    DEBUG | Time taken for patient AGORL_P28 : 0.01 minutes.
2024-07-19 15:31:10 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:10 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P29 -----------------------------------
2024-07-19 15:31:10 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:10 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:10 |              __main__ |    DEBUG | Time taken for patient AGORL_P29 : 0.01 minutes.
2024-07-19 15:31:10 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:10 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P30 -----------------------------------
2024-07-19 15:31:10 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:10 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:10 |              __main__ |    DEBUG | Time taken for patient AGORL_P30 : 0.00 minutes.
2024-07-19 15:31:10 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:10 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P31 -----------------------------------
2024-07-19 15:31:10 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:10 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:10 |              __main__ |    DEBUG | Time taken for patient AGORL_P31 : 0.00 minutes.
2024-07-19 15:31:10 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:10 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P32 -----------------------------------
2024-07-19 15:31:11 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:11 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:11 |              __main__ |    DEBUG | Time taken for patient AGORL_P32 : 0.00 minutes.
2024-07-19 15:31:11 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:11 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P33 -----------------------------------
2024-07-19 15:31:11 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:11 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:11 |              __main__ |    DEBUG | Time taken for patient AGORL_P33 : 0.01 minutes.
2024-07-19 15:31:11 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:11 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P34 -----------------------------------
2024-07-19 15:31:11 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:11 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:11 |              __main__ |    DEBUG | Time taken for patient AGORL_P34 : 0.01 minutes.
2024-07-19 15:31:11 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:11 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P35 -----------------------------------
2024-07-19 15:31:12 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:12 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:12 |              __main__ |    DEBUG | Time taken for patient AGORL_P35 : 0.00 minutes.
2024-07-19 15:31:12 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:12 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P36 -----------------------------------
2024-07-19 15:31:12 |     generate_phantoms |    DEBUG | junction_top = True
2024-07-19 15:31:12 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:12 |              __main__ |    DEBUG | Time taken for patient AGORL_P36 : 0.01 minutes.
2024-07-19 15:31:12 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:12 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P37 -----------------------------------
2024-07-19 15:31:12 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:12 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:12 |              __main__ |    DEBUG | Time taken for patient AGORL_P37 : 0.01 minutes.
2024-07-19 15:31:12 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:12 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P38 -----------------------------------
2024-07-19 15:31:12 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:12 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:12 |              __main__ |    DEBUG | Time taken for patient AGORL_P38 : 0.00 minutes.
2024-07-19 15:31:12 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:12 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P39 -----------------------------------
2024-07-19 15:31:13 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:13 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:13 |              __main__ |    DEBUG | Time taken for patient AGORL_P39 : 0.00 minutes.
2024-07-19 15:31:13 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:13 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P40 -----------------------------------
2024-07-19 15:31:13 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:13 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:13 |              __main__ |    DEBUG | Time taken for patient AGORL_P40 : 0.01 minutes.
2024-07-19 15:31:13 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:13 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P41 -----------------------------------
2024-07-19 15:31:13 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:13 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:13 |              __main__ |    DEBUG | Time taken for patient AGORL_P41 : 0.00 minutes.
2024-07-19 15:31:13 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:13 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P42 -----------------------------------
2024-07-19 15:31:14 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:14 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:14 |              __main__ |    DEBUG | Time taken for patient AGORL_P42 : 0.01 minutes.
2024-07-19 15:31:14 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:14 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P43 -----------------------------------
2024-07-19 15:31:14 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:14 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:14 |              __main__ |    DEBUG | Time taken for patient AGORL_P43 : 0.00 minutes.
2024-07-19 15:31:14 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:14 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P44 -----------------------------------
2024-07-19 15:31:14 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:14 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:14 |              __main__ |    DEBUG | Time taken for patient AGORL_P44 : 0.00 minutes.
2024-07-19 15:31:14 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:14 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P45 -----------------------------------
2024-07-19 15:31:14 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:14 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:14 |              __main__ |    DEBUG | Time taken for patient AGORL_P45 : 0.00 minutes.
2024-07-19 15:31:14 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:14 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P46 -----------------------------------
2024-07-19 15:31:15 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:15 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:15 |              __main__ |    DEBUG | Time taken for patient AGORL_P46 : 0.00 minutes.
2024-07-19 15:31:15 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:15 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P47 -----------------------------------
2024-07-19 15:31:15 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:15 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:15 |              __main__ |    DEBUG | Time taken for patient AGORL_P47 : 0.00 minutes.
2024-07-19 15:31:15 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:15 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P48 -----------------------------------
2024-07-19 15:31:15 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:15 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:15 |              __main__ |    DEBUG | Time taken for patient AGORL_P48 : 0.00 minutes.
2024-07-19 15:31:15 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:15 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P49 -----------------------------------
2024-07-19 15:31:15 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:15 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:15 |              __main__ |    DEBUG | Time taken for patient AGORL_P49 : 0.01 minutes.
2024-07-19 15:31:15 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:15 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P50 -----------------------------------
2024-07-19 15:31:16 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:16 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:16 |              __main__ |    DEBUG | Time taken for patient AGORL_P50 : 0.00 minutes.
2024-07-19 15:31:16 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:16 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P51 -----------------------------------
2024-07-19 15:31:16 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:16 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:16 |              __main__ |    DEBUG | Time taken for patient AGORL_P51 : 0.00 minutes.
2024-07-19 15:31:16 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:16 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P52 -----------------------------------
2024-07-19 15:31:16 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:16 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:16 |              __main__ |    DEBUG | Time taken for patient AGORL_P52 : 0.00 minutes.
2024-07-19 15:31:16 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:16 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P53 -----------------------------------
2024-07-19 15:31:17 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:17 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:17 |              __main__ |    DEBUG | Time taken for patient AGORL_P53 : 0.01 minutes.
2024-07-19 15:31:17 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:17 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P54 -----------------------------------
2024-07-19 15:31:17 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:17 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:17 |              __main__ |    DEBUG | Time taken for patient AGORL_P54 : 0.01 minutes.
2024-07-19 15:31:17 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:17 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P55 -----------------------------------
2024-07-19 15:31:17 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:17 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:17 |              __main__ |    DEBUG | Time taken for patient AGORL_P55 : 0.00 minutes.
2024-07-19 15:31:17 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:17 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P56 -----------------------------------
2024-07-19 15:31:17 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:17 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:17 |              __main__ |    DEBUG | Time taken for patient AGORL_P56 : 0.00 minutes.
2024-07-19 15:31:17 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:17 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P58 -----------------------------------
2024-07-19 15:31:18 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:18 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:18 |              __main__ |    DEBUG | Time taken for patient AGORL_P58 : 0.00 minutes.
2024-07-19 15:31:18 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:18 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P59 -----------------------------------
2024-07-19 15:31:18 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:18 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:18 |              __main__ |    DEBUG | Time taken for patient AGORL_P59 : 0.01 minutes.
2024-07-19 15:31:18 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:18 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P60 -----------------------------------
2024-07-19 15:31:18 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:18 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:18 |              __main__ |    DEBUG | Time taken for patient AGORL_P60 : 0.01 minutes.
2024-07-19 15:31:18 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:18 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P61 -----------------------------------
2024-07-19 15:31:19 |     generate_phantoms |    DEBUG | junction_top = True
2024-07-19 15:31:19 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:19 |              __main__ |    DEBUG | Time taken for patient AGORL_P61 : 0.01 minutes.
2024-07-19 15:31:19 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:19 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P62 -----------------------------------
2024-07-19 15:31:19 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:19 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:19 |              __main__ |    DEBUG | Time taken for patient AGORL_P62 : 0.00 minutes.
2024-07-19 15:31:19 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:19 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P63 -----------------------------------
2024-07-19 15:31:19 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:19 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:19 |              __main__ |    DEBUG | Time taken for patient AGORL_P63 : 0.01 minutes.
2024-07-19 15:31:19 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:19 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P64 -----------------------------------
2024-07-19 15:31:20 |     generate_phantoms |    DEBUG | junction_top = True
2024-07-19 15:31:20 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:20 |              __main__ |    DEBUG | Time taken for patient AGORL_P64 : 0.01 minutes.
2024-07-19 15:31:20 |              __main__ |    DEBUG | --------------------------------------------------------------------------------------------------------
2024-07-19 15:31:20 |              __main__ |    DEBUG | ----------------------------------- iterating over Patient AGORL_P65 -----------------------------------
2024-07-19 15:31:20 |     generate_phantoms |    DEBUG | junction_top = False
2024-07-19 15:31:20 |     generate_phantoms |    DEBUG | junction_bottom = True
2024-07-19 15:31:20 |              __main__ |    DEBUG | Time taken for patient AGORL_P65 : 0.01 minutes.
